"","x"
"K03787","5'-nucleotidase [EC:3.1.3.5]"
"K03788","acid phosphatase (class B) [EC:3.1.3.2]"
"K03792","beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.99.10]"
"K03794","sirohydrochlorin ferrochelatase [EC:4.99.1.4]"
"K03795","sirohydrochlorin cobaltochelatase [EC:4.99.1.3]"
"K03800","lipoate---protein ligase [EC:6.3.1.20]"
"K03801","lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"K03809","NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"K03814","monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]"
"K03815","xanthosine phosphorylase [EC:2.4.2.-]"
"K03816","xanthine phosphoribosyltransferase [EC:2.4.2.22]"
"K03821","polyhydroxyalkanoate synthase [EC:2.3.1.-]"
"K03823","phosphinothricin acetyltransferase [EC:2.3.1.183]"
"K03831","molybdopterin adenylyltransferase [EC:2.7.7.75]"
"K03841","fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"K03842","beta-1,4-mannosyltransferase [EC:2.4.1.142]"
"K03843","alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"
"K03844","alpha-1,2-mannosyltransferase [EC:2.4.1.131]"
"K03845","alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
"K03846","alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"
"K03847","alpha-1,6-mannosyltransferase [EC:2.4.1.260]"
"K03848","alpha-1,3-glucosyltransferase [EC:2.4.1.267]"
"K03849","alpha-1,3-glucosyltransferase [EC:2.4.1.265]"
"K03850","alpha-1,2-glucosyltransferase [EC:2.4.1.256]"
"K03851","taurine-pyruvate aminotransferase [EC:2.6.1.77]"
"K03852","sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]"
"K03853","calpain-2 [EC:3.4.22.53]"
"K03856","3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"K03857","phosphatidylinositol glycan, class A [EC:2.4.1.198]"
"K03858","phosphatidylinositol glycan, class H"
"K03859","phosphatidylinositol glycan, class C"
"K03860","phosphatidylinositol glycan, class Q"
"K03861","phosphatidylinositol glycan, class P"
"K03862","vanillate monooxygenase [EC:1.14.13.82]"
"K03863","vanillate monooxygenase ferredoxin subunit"
"K03868","RING-box protein 1"
"K03869","cullin 3"
"K03870","cullin 2"
"K03871","von Hippel-Lindau disease tumor supressor"
"K03872","transcription elongation factor B, polypeptide 1"
"K03873","transcription elongation factor B, polypeptide 2"
"K03875","F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)"
"K03876","BTB domain ubiquitin protein ligase cofactor"
"K03877","beta-1,3-galactosyltransferase 5 [EC:2.4.1.-]"
"K03878","NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]"
"K03879","NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3]"
"K03880","NADH-ubiquinone oxidoreductase chain 3 [EC:1.6.5.3]"
"K03881","NADH-ubiquinone oxidoreductase chain 4 [EC:1.6.5.3]"
"K03882","NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]"
"K03883","NADH-ubiquinone oxidoreductase chain 5 [EC:1.6.5.3]"
"K03884","NADH-ubiquinone oxidoreductase chain 6 [EC:1.6.5.3]"
"K03885","NADH dehydrogenase [EC:1.6.99.3]"
"K03886","menaquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.-]"
"K03887","menaquinol-cytochrome c reductase cytochrome b subunit"
"K03888","menaquinol-cytochrome c reductase cytochrome b/c subunit"
"K03889","ubiquinol-cytochrome c reductase cytochrome c subunit"
"K03890","ubiquinol-cytochrome c reductase iron-sulfur subunit"
"K03891","ubiquinol-cytochrome c reductase cytochrome b subunit"
"K03894","N2-citryl-N6-acetyl-N6-hydroxylysine synthase [EC:6.3.2.38]"
"K03895","aerobactin synthase [EC:6.3.2.39]"
"K03896","acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]"
"K03897","lysine N6-hydroxylase [EC:1.14.13.59]"
"K03898","kininogen"
"K03899","coagulation factor VIII"
"K03900","von Willebrand factor"
"K03901","coagulation factor III (tissue factor)"
"K03902","coagulation factor V (labile factor)"
"K03903","fibrinogen alpha chain"
"K03904","fibrinogen beta chain"
"K03905","fibrinogen gamma chain"
"K03906","coagulation factor XIII B polypeptide"
"K03907","thrombomodulin"
"K03908","protein S"
"K03909","tissue factor pathway inhibitor"
"K03910","alpha-2-macroglobulin"
"K03911","antithrombin III"
"K03912","heparin cofactor II"
"K03913","protein C inhibitor"
"K03914","coagulation factor II (thrombin) receptor"
"K03915","bradykinin receptor B1"
"K03916","bradykinin receptor B2"
"K03917","coagulation factor XIII A1 polypeptide [EC:2.3.2.13]"
"K03921","acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]"
"K03922","acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]"
"K03927","carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]"
"K03934","NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]"
"K03935","NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]"
"K03936","NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]"
"K03937","NADH dehydrogenase (ubiquinone) Fe-S protein 4"
"K03938","NADH dehydrogenase (ubiquinone) Fe-S protein 5"
"K03939","NADH dehydrogenase (ubiquinone) Fe-S protein 6"
"K03940","NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]"
"K03941","NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]"
"K03942","NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]"
"K03943","NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]"
"K03944","NADH dehydrogenase (ubiquinone) flavoprotein 3"
"K03945","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1"
"K03946","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 2"
"K03947","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 3"
"K03948","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 4"
"K03949","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5"
"K03950","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6"
"K03951","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7"
"K03952","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8"
"K03953","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9"
"K03954","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10"
"K03955","NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1"
"K03956","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 11"
"K03957","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 1"
"K03958","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 2"
"K03959","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 3"
"K03960","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 4"
"K03961","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 5"
"K03962","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 6"
"K03963","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7"
"K03964","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8"
"K03965","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9"
"K03966","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 10"
"K03967","NADH dehydrogenase (ubiquinone) 1 subunit C1"
"K03968","NADH dehydrogenase (ubiquinone) 1 subunit C2"
"K03980","putative peptidoglycan lipid II flippase"
"K03982","plasminogen activator inhibitor 1"
"K03983","alpha-2-antiplasmin"
"K03984","alpha-1-antitrypsin"
"K03985","plasminogen activator, urokinase receptor"
"K03986","complement C1q subcomponent subunit A"
"K03987","complement C1q subcomponent subunit B"
"K03988","complement C1q subcomponent subunit C"
"K03989","complement component 4"
"K03990","complement component 3"
"K03991","mannose-binding lectin"
"K03992","mannan-binding lectin serine protease 1 [EC:3.4.21.-]"
"K03993","mannan-binding lectin serine protease 2 [EC:3.4.21.104]"
"K03994","complement component 5"
"K03995","complement component 6"
"K03996","complement component 7"
"K03997","complement component 8 subunit alpha"
"K03998","complement component 8 subunit beta"
"K03999","complement component 8 subunit gamma"
"K04000","complement component 9"
"K04001","C1 inhibitor"
"K04002","complement component 4 binding protein, alpha"
"K04003","complement component 4 binding protein, beta"
"K04004","complement factor H"
"K04006","decay accelerating factor"
"K04007","membrane cofactor protein"
"K04008","CD59 antigen"
"K04009","C3a anaphylatoxin chemotactic receptor"
"K04010","C5a anaphylatoxin chemotactic receptor"
"K04011","complement component (3b/4b) receptor 1"
"K04012","complement receptor type 2"
"K04019","ethanolamine utilization protein EutA"
"K04020","phosphotransacetylase"
"K04021","aldehyde dehydrogenase"
"K04022","alcohol dehydrogenase"
"K04032","ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]"
"K04034","anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]"
"K04035","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]"
"K04036","divinyl protochlorophyllide a 8-vinyl-reductase [EC:1.-.-.-]"
"K04037","light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]"
"K04038","light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]"
"K04039","light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]"
"K04040","chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]"
"K04041","fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
"K04042","bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"K04043","molecular chaperone DnaK"
"K04056","type III secretion protein O"
"K04057","type III secretion protein P"
"K04058","type III secretion protein W"
"K04059","type III secretion protein X"
"K04066","primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]"
"K04067","primosomal replication protein N''"
"K04071","6-pyruvoyltetrahydropterin 2'-reductase [EC:1.1.1.220]"
"K04072","acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"K04073","acetaldehyde dehydrogenase [EC:1.2.1.10]"
"K04077","chaperonin GroEL"
"K04079","molecular chaperone HtpG"
"K04085","tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"K04091","alkanesulfonate monooxygenase [EC:1.14.14.5]"
"K04092","chorismate mutase [EC:5.4.99.5]"
"K04093","chorismate mutase [EC:5.4.99.5]"
"K04097","prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18]"
"K04098","hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]"
"K04099","gallate dioxygenase [EC:1.13.11.57]"
"K04100","protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]"
"K04101","protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]"
"K04102","4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]"
"K04103","indolepyruvate decarboxylase [EC:4.1.1.74]"
"K04105","4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]"
"K04107","4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9]"
"K04108","4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]"
"K04109","4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]"
"K04110","benzoate-CoA ligase [EC:6.2.1.25]"
"K04112","benzoyl-CoA reductase subunit C [EC:1.3.7.8]"
"K04113","benzoyl-CoA reductase subunit B [EC:1.3.7.8]"
"K04114","benzoyl-CoA reductase subunit A [EC:1.3.7.8]"
"K04115","benzoyl-CoA reductase subunit D [EC:1.3.7.8]"
"K04116","cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]"
"K04117","cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]"
"K04118","pimeloyl-CoA dehydrogenase [EC:1.3.1.62]"
"K04119","aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357]"
"K04120","ent-copalyl diphosphate synthase [EC:5.5.1.13]"
"K04121","ent-kaurene synthase [EC:4.2.3.19]"
"K04122","ent-kaurene oxidase [EC:1.14.13.78]"
"K04123","ent-kaurenoic acid hydroxylase [EC:1.14.13.79]"
"K04124","gibberellin 3-beta-dioxygenase [EC:1.14.11.15]"
"K04125","gibberellin 2-oxidase [EC:1.14.11.13]"
"K04126","isopenicillin-N synthase [EC:1.21.3.1]"
"K04127","isopenicillin-N epimerase [EC:5.1.1.17]"
"K04128","hydroxymethyl cephem carbamoyltransferase [EC:2.1.3.7]"
"K04129","muscarinic acetylcholine receptor M1"
"K04130","muscarinic acetylcholine receptor M2"
"K04131","muscarinic acetylcholine receptor M3"
"K04132","muscarinic acetylcholine receptor M4"
"K04133","muscarinic acetylcholine receptor M5"
"K04134","muscarinic acetylcholine receptor"
"K04135","adrenergic receptor alpha-1A"
"K04136","adrenergic receptor alpha-1B"
"K04137","adrenergic receptor alpha-1D"
"K04138","adrenergic receptor alpha-2A"
"K04139","adrenergic receptor alpha-2B"
"K04140","adrenergic receptor alpha-2C"
"K04141","adrenergic receptor beta-1"
"K04142","adrenergic receptor beta-2"
"K04143","adrenergic receptor beta-3"
"K04144","dopamine receptor D1"
"K04145","dopamine receptor D2"
"K04146","dopamine receptor D3"
"K04147","dopamine receptor D4"
"K04148","dopamine D1-like receptor"
"K04149","histamine receptor H1"
"K04150","histamine receptor H2"
"K04151","histamine receptor H3"
"K04152","histamine receptor H4"
"K04153","5-hydroxytryptamine receptor 1"
"K04157","5-hydroxytryptamine receptor 2"
"K04160","5-hydroxytryptamine receptor 4"
"K04161","5-hydroxytryptamine receptor 5"
"K04162","5-hydroxytryptamine receptor 6"
"K04163","5-hydroxytryptamine receptor 7"
"K04166","angiotensin II receptor type 1"
"K04167","angiotensin II receptor type 2"
"K04168","neuromedin B receptor"
"K04169","gastrin-releasing peptide receptor"
"K04170","bombesin-like receptor 3"
"K04172","formyl peptide receptor 1"
"K04173","formyl peptide receptor-like"
"K04174","apelin receptor"
"K04175","C-X-C chemokine receptor type 1"
"K04176","C-C chemokine receptor type 1"
"K04177","C-C chemokine receptor type 2"
"K04178","C-C chemokine receptor type 3"
"K04179","C-C chemokine receptor type 4"
"K04180","C-C chemokine receptor type 5"
"K04181","C-C chemokine receptor type 6"
"K04182","C-C chemokine receptor type 7"
"K04183","C-C chemokine receptor type 8"
"K04184","C-C chemokine receptor type 9"
"K04185","C-C chemokine receptor type 10"
"K04188","C-X-C chemokine receptor type 3"
"K04189","C-X-C chemokine receptor type 4"
"K04190","C-X-C chemokine receptor type 5"
"K04191","C-X-C chemokine receptor type 6"
"K04192","CX3C chemokine receptor 1"
"K04193","XC chemokine receptor 1"
"K04194","cholecystokinin A receptor"
"K04195","cholecystokinin B receptor"
"K04196","cholecystokinin-like receptor"
"K04197","endothelin receptor type A"
"K04198","endothelin receptor type B"
"K04199","melanocortin 1 receptor"
"K04200","melanocortin 2 receptor"
"K04201","melanocortin 3 receptor"
"K04202","melanocortin 4 receptor"
"K04203","melanocortin 5 receptor"
"K04204","neuropeptide Y receptor type 1"
"K04205","neuropeptide Y receptor type 2"
"K04206","neuropeptide Y receptor type 4"
"K04207","neuropeptide Y receptor type 5"
"K04208","neuropeptide Y receptor type 6"
"K04209","neuropeptide Y receptor, invertebrate"
"K04210","G protein-coupled receptor 83"
"K04211","neurotensin receptor 1"
"K04212","neurotensin receptor 2"
"K04213","delta-type opioid receptor"
"K04214","kappa-type opioid receptor"
"K04215","mu-type opioid receptor"
"K04216","nociceptin receptor"
"K04217","somatostatin receptor 1"
"K04218","somatostatin receptor 2"
"K04219","somatostatin receptor 3"
"K04220","somatostatin receptor 4"
"K04221","somatostatin receptor 5"
"K04222","tachykinin receptor 1"
"K04223","tachykinin receptor 2"
"K04224","tachykinin receptor 3"
"K04225","tachykinin-like receptor"
"K04226","arginine vasopressin receptor 1A"
"K04227","arginine vasopressin receptor 1B"
"K04228","arginine vasopressin receptor 2"
"K04229","oxytocin receptor"
"K04230","galanin receptor 1"
"K04231","galanin receptor 2"
"K04232","galanin receptor 3"
"K04233","allatostatin receptor"
"K04234","coagulation factor II (thrombin) receptor-like 1"
"K04235","coagulation factor II (thrombin) receptor-like 2"
"K04236","coagulation factor II (thrombin) receptor-like 3"
"K04237","partitioning defective protein 3"
"K04238","hypocretin (orexin) receptor 1"
"K04239","hypocretin (orexin) receptor 2"
"K04240","neuropeptide FF receptor 1"
"K04241","urotensin 2 receptor"
"K04243","G protein-coupled receptor 37 (endothelin receptor type B-like)"
"K04246","G protein-coupled receptor 30"
"K04247","follicle stimulating hormone receptor"
"K04248","luteinizing hormone/choriogonadotropin receptor"
"K04249","thyroid stimulating hormone receptor"
"K04250","rhodopsin"
"K04257","olfactory receptor"
"K04258","prostaglandin E receptor 1"
"K04259","prostaglandin E receptor 2"
"K04260","prostaglandin E receptor 3"
"K04261","prostaglandin E receptor 4"
"K04262","prostaglandin F receptor"
"K04263","prostacyclin receptor"
"K04264","thromboxane A2 receptor"
"K04265","adenosine A1 receptor"
"K04266","adenosine receptor A2a"
"K04267","adenosine receptor A2b"
"K04268","adenosine A3 receptor"
"K04269","purinergic receptor P2Y, G protein-coupled, 2"
"K04270","purinergic receptor P2Y, G protein-coupled, 1"
"K04271","purinergic receptor P2Y, G protein-coupled, 4"
"K04272","purinergic receptor P2Y, G protein-coupled, 6"
"K04273","lysophosphatidic acid receptor 6"
"K04274","purinergic receptor P2Y, G protein-coupled, 10"
"K04275","lysophosphatidic acid receptor 4"
"K04276","G protein-coupled receptor 35"
"K04277","cannabinoid receptor 1"
"K04278","cannabinoid receptor 2 (macrophage)"
"K04279","platelet-activating factor receptor"
"K04280","gonadotropin-releasing hormone receptor"
"K04282","thyrotropin-releasing hormone receptor"
"K04283","trypanothione-disulfide reductase [EC:1.8.1.12]"
"K04284","growth hormone secretagogue receptor"
"K04285","melatonin receptor type 1A"
"K04286","melatonin receptor type 1B"
"K04287","G protein-coupled receptor 50"
"K04288","sphingosine 1-phosphate receptor 1"
"K04289","lysophosphatidic acid receptor 1"
"K04290","sphingosine 1-phosphate receptor 3"
"K04291","lysophosphatidic acid receptor 2"
"K04292","sphingosine 1-phosphate receptor 2"
"K04293","sphingosine 1-phosphate receptor 4"
"K04294","lysophosphatidic acid receptor 3"
"K04295","sphingosine 1-phosphate receptor 5"
"K04296","leukotriene B4 receptor 1"
"K04297","leukotriene B4 receptor 2"
"K04298","purinergic receptor P2Y, G protein-coupled, 12"
"K04299","purinergic receptor P2Y, G protein-coupled, 14"
"K04303","MAS1 oncogene"
"K04304","C-X-C chemokine receptor type 7"
"K04306","relaxin family peptide receptor 1"
